UberEats,Zomato
2.1,13.603124098124102
2.1,13.603124098124102
2.1,13.603124098124102
2.1,13.003124098124102
2.1,13.003124098124102
2.1,13.753124098124102
2.1,13.753124098124102
2.1,13.753124098124102
2.1,13.753124098124102
2.1,13.753124098124102
2.1,13.753124098124102
2.1,13.753124098124102
2.1,13.753124098124102
2.1,13.753124098124102
2.1,13.753124098124102
2.1,14.553124098124103
2.1,14.553124098124103
2.1,14.553124098124103
2.1,14.553124098124103
2.1,14.553124098124103
2.1,14.553124098124103
2.1,14.553124098124103
2.1,14.553124098124103
2.1,14.553124098124103
2.1,14.553124098124103
2.1,14.553124098124103
2.1,14.553124098124103
2.1,14.553124098124103
2.1,14.553124098124103
2.1,14.353124098124104
2.1,14.353124098124104
2.1,14.353124098124104
2.1,14.353124098124104
2.1,14.353124098124104
2.1,14.821305916305922
2.1,14.821305916305922
2.1,14.671305916305922
2.1,14.73948773448774
2.1,14.73948773448774
2.1,14.73948773448774
2.1,14.73948773448774
2.1,14.73948773448774
2.1,14.73948773448774
2.1,14.73948773448774
2.1,14.73948773448774
2.1,14.73948773448774
2.1,13.93948773448774
2.1,13.93948773448774
2.1,13.93948773448774
2.1,13.93948773448774
2.1,13.93948773448774
2.1,13.93948773448774
2.1,13.93948773448774
2.1,13.93948773448774
2.1,13.93948773448774
2.1,13.93948773448774
2.1,13.93948773448774
2.1,13.93948773448774
2.1,13.93948773448774
2.7,13.93948773448774
2.7,13.93948773448774
2.7,13.93948773448774
2.7,13.93948773448774
2.7,13.93948773448774
2.7,13.93948773448774
2.7,13.93948773448774
2.7,14.93948773448774
2.7,14.93948773448774
2.7,14.93948773448774
2.7,14.93948773448774
2.7,14.93948773448774
2.7,15.68948773448774
2.7,16.18948773448774
2.7,16.18948773448774
2.7,16.18948773448774
2.7,16.18948773448774
2.825,16.18948773448774
2.825,16.18948773448774
2.825,16.18948773448774
2.825,16.18948773448774
2.825,16.18948773448774
2.825,16.18948773448774
2.825,16.18948773448774
2.825,16.18948773448774
2.825,16.46448773448774
2.825,16.46448773448774
2.825,16.46448773448774
2.825,16.46448773448774
2.825,16.46448773448774
2.825,16.46448773448774
2.825,16.93266955266956
2.825,16.93266955266956
2.825,16.93266955266956
2.825,16.93266955266956
2.825,16.93266955266956
2.825,16.93266955266956
2.825,16.93266955266956
2.825,17.332669552669557
2.825,17.732669552669556
2.825,17.732669552669556
2.825,17.86600288600289
2.825,18.266002886002887
2.825,18.266002886002887
2.825,18.266002886002887
2.825,18.266002886002887
2.825,18.311457431457434
2.825,19.111457431457435
2.825,19.111457431457435
2.825,19.111457431457435
2.825,19.111457431457435
2.825,19.111457431457435
2.825,19.611457431457435
2.825,19.611457431457435
2.825,19.611457431457435
2.825,19.611457431457435
2.825,19.611457431457435
2.825,19.611457431457435
2.825,19.611457431457435
2.825,19.611457431457435
2.825,20.011457431457433
2.825,19.611457431457435
2.825,19.611457431457435
2.825,19.611457431457435
2.825,19.611457431457435
2.825,19.611457431457435
2.825,20.111457431457435
2.825,20.111457431457435
2.825,20.111457431457435
2.825,20.311457431457434
2.825,20.511457431457433
2.825,20.1781240981241
2.825,20.1781240981241
2.825,20.5781240981241
2.825,20.5781240981241
2.825,20.5781240981241
2.825,20.5781240981241
2.825,20.5781240981241
2.825,20.5781240981241
2.825,20.5781240981241
2.825,20.5781240981241
2.825,20.5781240981241
2.825,20.5781240981241
2.825,20.244790764790768
2.825,20.244790764790768
2.825,20.244790764790768
2.825,20.244790764790768
2.825,20.244790764790768
2.825,20.244790764790768
2.825,20.244790764790768
2.825,20.244790764790768
2.825,20.244790764790768
2.825,20.244790764790768
2.825,20.244790764790768
2.825,21.04479076479077
2.825,21.04479076479077
2.825,21.04479076479077
2.825,21.04479076479077
2.825,21.04479076479077
2.825,21.04479076479077
2.825,21.04479076479077
2.825,21.04479076479077
2.825,21.04479076479077
2.825,21.04479076479077
2.825,21.04479076479077
2.825,21.04479076479077
2.825,21.04479076479077
2.825,21.04479076479077
2.825,21.04479076479077
2.825,21.04479076479077
2.825,21.04479076479077
2.825,21.261457431457433
2.825,21.43923520923521
2.825,21.43923520923521
2.825,21.43923520923521
2.825,21.43923520923521
2.825,21.43923520923521
2.825,21.63923520923521
2.825,21.63923520923521
2.825,21.63923520923521
2.825,21.63923520923521
2.825,21.88923520923521
2.825,21.38923520923521
2.825,21.38923520923521
2.825,21.38923520923521
2.825,21.522568542568543
2.825,21.522568542568543
2.825,21.522568542568543
2.825,21.522568542568543
2.825,21.522568542568543
2.825,21.522568542568543
2.825,21.522568542568543
2.825,21.522568542568543
2.825,21.522568542568543
2.825,21.522568542568543
2.825,21.522568542568543
2.825,21.522568542568543
2.825,21.522568542568543
2.825,21.522568542568543
2.825,21.522568542568543
2.825,21.522568542568543
2.825,21.522568542568543
3.625,21.522568542568543
3.625,21.522568542568543
3.625,21.522568542568543
3.625,21.522568542568543
3.625,21.522568542568543
3.625,21.522568542568543
3.625,21.522568542568543
3.625,21.522568542568543
3.625,21.522568542568543
3.625,21.522568542568543
3.625,21.522568542568543
3.625,21.522568542568543
3.625,21.92256854256854
3.625,21.92256854256854
3.625,21.92256854256854
3.625,22.67256854256854
3.625,22.67256854256854
3.625,22.67256854256854
